part,severity,damage_area_ratio,yolo_confidence,severity_confidence,parts_cost,labor_cost,paint_cost,total_repair_cost
Door,minor,0.0255,0.8592,0.4101,0.0,2579.7336636277805,1875.7667968674157,4455.5
Headlight,moderate,0.1946,0.4992,0.9023,3682.0029642618206,857.475649676189,0.0,4539.48
Fender,minor,0.0452,0.9193,0.5371,0.0,2297.3409196250423,2417.8977485890973,4715.24
Hood,severe,0.9212,0.7933,0.9537,17092.71015355029,4873.584853660396,8051.889348559526,30018.18
Bumper,moderate,0.2976,0.4672,0.6637,0.0,2501.7275338186732,3544.4887157111075,6046.22
Hood,minor,0.0563,0.8348,0.6525,0.0,2855.3924451772746,1918.7805089629621,4774.17
Light,minor,0.0739,0.8958,0.6554,0.0,879.4379967418954,0.0,879.44
Fender,minor,0.0302,0.7895,0.8061,0.0,3148.7442170606105,1947.7342658346327,5096.48
Trunk,minor,0.053,0.7109,0.6717,0.0,2527.888631619007,2339.188969414711,4867.08
Trunk,moderate,0.2719,0.8368,0.8716,12286.26429043896,2445.3172164563416,3403.8252880676414,18135.41
Fender,severe,0.5209,0.9397,0.7663,6622.949438056173,4200.618310954437,5340.1515482758,16163.72
Light,moderate,0.1334,0.4981,0.9028,0.0,948.2774200711914,0.0,948.28
Door,minor,0.0815,0.8965,0.5182,0.0,3326.6146123479757,2380.4246072816836,5707.04
Bumper,severe,0.5334,0.7479,0.4967,8791.891833780097,3057.4979751293795,4699.0824518683685,16548.47
Headlight,moderate,0.4531,0.7808,0.6732,0.0,1226.629764952357,0.0,1226.63
Door,moderate,0.2794,0.4832,0.4524,14560.252412491105,2879.082602944135,3175.338733535172,20614.67
Windshield,minor,0.0328,0.6109,0.4114,0.0,1961.6809563697484,0.0,1961.68
Bumper,minor,0.01,0.4503,0.4337,0.0,2453.3742054211475,2111.3696052408623,4564.74
Door,minor,0.0413,0.792,0.7979,13305.013794500821,2950.1759210447863,1932.8032796531802,18187.99
Hood,moderate,0.2643,0.8559,0.5347,14147.204841427802,3556.0284622984896,3965.6270589498763,21668.86
Bumper,moderate,0.3368,0.5239,0.7951,0.0,1895.55443214598,4481.70532165208,6377.26
Trunk,minor,0.0599,0.5226,0.5647,0.0,2854.7510370323707,1694.9242981943398,4549.68
Headlight,minor,0.01,0.7402,0.5775,0.0,815.4340968277891,0.0,815.43
Windshield,moderate,0.4088,0.4562,0.9057,0.0,2563.1443282142077,0.0,2563.14
Bumper,moderate,0.2012,0.5698,0.7326,0.0,1983.8292196376242,3955.2480344277415,5939.08
Trunk,moderate,0.1115,0.7458,0.6127,0.0,3609.199225421523,2715.2149955852074,6324.41
Bumper,moderate,0.4016,0.9429,0.9051,0.0,2734.3626749521777,6064.759424550808,8799.12
Light,moderate,0.341,0.9195,0.8585,0.0,1191.9186146031084,0.0,1191.92
Hood,severe,0.6253,0.5361,0.873,17683.339257243308,4137.865035816442,7001.614668093641,28822.82
Door,minor,0.0835,0.5038,0.8992,0.0,2358.18290679277,3036.9741690705664,5395.16
Fender,minor,0.1314,0.4597,0.4459,0.0,2633.9619578741626,3024.022695887137,5657.98
Fender,moderate,0.2593,0.6073,0.942,3120.0718409640244,3558.6107901291675,4175.873863427623,10854.56
Door,moderate,0.2174,0.466,0.8031,0.0,4044.8919248962225,3719.2948005551543,7764.19
Hood,minor,0.035,0.7042,0.9798,0.0,2345.393970122173,1993.0459990934507,4338.44
Hood,minor,0.0471,0.5054,0.8668,0.0,2220.4477424641136,1878.1409492105688,4098.59
Bumper,minor,0.0231,0.794,0.9623,0.0,1274.6357453886233,1583.6037707618004,2858.24
Bumper,moderate,0.3871,0.51,0.9706,0.0,2279.4267204461116,3261.642253505626,5541.07
Light,minor,0.0865,0.7234,0.8739,0.0,1089.652609246945,0.0,1089.65
Headlight,moderate,0.295,0.4985,0.9716,0.0,1421.049228861504,0.0,1421.05
Bumper,minor,0.0962,0.6558,0.4332,0.0,2096.8821488233802,2562.3625145543724,4659.24
Trunk,severe,0.5204,0.5579,0.9008,13187.604973646208,2661.303136120725,6109.685989606746,21958.59
Hood,minor,0.0254,0.9191,0.7568,0.0,1649.247646247387,2260.91843201634,3910.17
Fender,severe,0.4657,0.9797,0.906,7141.892323423935,4928.236981054892,4578.320422795188,16648.45
Windshield,minor,0.0855,0.5718,0.6688,0.0,2228.669851419322,0.0,2228.67
Windshield,minor,0.0726,0.7575,0.6853,4816.7879107168565,2509.4117544304286,0.0,7326.2
Door,moderate,0.2579,0.4886,0.6087,13407.114667972957,3546.4610720162236,2973.6040645797407,19927.18
Windshield,severe,0.7741,0.6773,0.877,9448.456244615514,3991.6658758004683,0.0,13440.12
Light,moderate,0.2586,0.5429,0.564,9893.52318610425,1168.3423683222848,0.0,11061.87
Fender,minor,0.047,0.7299,0.6833,0.0,2226.7973797269456,2444.8327148755184,4671.63
Windshield,severe,0.3617,0.4667,0.6089,9228.816751978584,3451.2117491846475,0.0,12680.03
Fender,moderate,0.3129,0.9534,0.9107,0.0,3389.4269412931963,4125.707684376476,7515.13
Door,minor,0.0546,0.5679,0.8232,0.0,3447.575263265987,3242.86998287512,6690.45
Fender,moderate,0.2586,0.8293,0.759,0.0,3398.9159535246486,3074.4092696757484,6473.33
Bumper,moderate,0.3502,0.8192,0.5564,0.0,2224.718617336827,4100.764076724771,6325.48
Bumper,minor,0.0256,0.8382,0.8529,0.0,1030.3978840891925,1989.1538045648313,3019.55
Fender,minor,0.01,0.8765,0.6821,0.0,2636.6622527397926,1429.9103451573415,4066.57
Windshield,moderate,0.3277,0.7345,0.4734,6877.289955040697,3037.285705646821,0.0,9914.58
Light,minor,0.0168,0.7348,0.7227,0.0,875.3423993915484,0.0,875.34
Headlight,moderate,0.182,0.9011,0.7406,4028.8421152830633,1759.7373028101122,0.0,5788.58
Windshield,minor,0.0611,0.4816,0.711,9802.318614903254,1441.1293961275558,0.0,11243.45
Bumper,moderate,0.2064,0.5307,0.4696,0.0,2438.8651737249384,2430.340165902689,4869.21
Light,minor,0.0166,0.4548,0.5389,0.0,955.4770512672626,0.0,955.48
Door,severe,0.8155,0.7727,0.978,16138.8086904863,5786.2521387938,9161.649911407629,31086.71
Door,moderate,0.3882,0.4691,0.4699,15907.393877227727,3036.002662397268,4528.682787738528,23472.08
Hood,moderate,0.1526,0.8347,0.9142,0.0,3157.3613080579103,2291.9274139694294,5449.29
Hood,severe,0.4499,0.9052,0.7287,11809.838043841391,3373.234064969634,5307.914833246227,20490.99
Bumper,moderate,0.3139,0.5934,0.9011,7570.374238414797,2078.140870363971,3421.304014520407,13069.82
Hood,moderate,0.2813,0.8313,0.5122,0.0,3685.5252190041783,3097.9532554631337,6783.48
Windshield,moderate,0.1188,0.8215,0.8096,0.0,1608.6322201569856,0.0,1608.63
Windshield,minor,0.01,0.6434,0.4336,0.0,1259.6302736351913,0.0,1259.63
Windshield,moderate,0.358,0.9562,0.6715,0.0,2232.4879006654164,0.0,2232.49
Trunk,minor,0.0497,0.8038,0.4327,0.0,1753.2713993405803,2969.4678373526317,4722.74
Trunk,minor,0.0461,0.7205,0.7171,0.0,1939.7396000038514,1963.5045239568356,3903.24
Headlight,moderate,0.3264,0.8673,0.5631,10338.577943756603,910.100331281708,0.0,11248.68
Hood,severe,0.6087,0.5163,0.6817,15937.290093204694,4679.1177554519,5811.665539959087,26428.07
Door,severe,0.4513,0.7198,0.6247,9033.808668255459,4810.486042416699,3500.2157046460975,17344.51
Door,moderate,0.1093,0.5746,0.6809,10639.962820620207,2700.1007649878316,3594.0495333485323,16934.11
Headlight,severe,0.5169,0.7113,0.5428,3481.153620540317,1546.5253441118905,0.0,5027.68
Light,moderate,0.1,0.9666,0.5388,0.0,981.8272082539783,0.0,981.83
Trunk,moderate,0.4531,0.7554,0.5774,0.0,3003.476357626741,4804.84693935962,7808.32
Fender,minor,0.051,0.609,0.7631,0.0,2631.1199489554874,2958.1614488503774,5589.28
Light,minor,0.0497,0.5329,0.503,0.0,1280.9584882872625,0.0,1280.96
Hood,moderate,0.197,0.8432,0.9326,0.0,2549.8523213037283,2263.3740886252826,4813.23
Windshield,minor,0.0979,0.5767,0.8772,0.0,1782.317147976132,0.0,1782.32
Bumper,minor,0.0696,0.7589,0.9263,0.0,1594.665327004793,3064.4670753003625,4659.13
Fender,moderate,0.319,0.6671,0.495,0.0,3945.406621423878,2831.88648401826,6777.29
Light,minor,0.0286,0.7567,0.6255,0.0,1029.4133366344709,0.0,1029.41
Bumper,minor,0.0459,0.6291,0.4474,7907.584002779016,1278.4374233087642,1784.8078839361933,10970.83
Headlight,moderate,0.2896,0.9593,0.4142,5919.887569095576,1524.778251197247,0.0,7444.67
Light,severe,0.95,0.6462,0.6564,11926.706659080044,3344.411466448706,0.0,15271.12
Headlight,moderate,0.187,0.9108,0.8442,0.0,1535.6714645537634,0.0,1535.67
Hood,severe,0.5244,0.6859,0.4426,11494.959136125748,5409.030228000056,3569.314045766981,20473.3
Windshield,moderate,0.1,0.5221,0.9518,0.0,2292.1261672810238,0.0,2292.13
Bumper,moderate,0.2762,0.6558,0.5803,7922.228671573622,2765.6142465084063,4126.187829148445,14814.03
Trunk,minor,0.0457,0.5619,0.4655,0.0,1960.055505867527,1912.8308163753084,3872.89
Hood,minor,0.0104,0.5629,0.6617,0.0,2599.310630065233,2496.8451553907535,5096.16
Fender,minor,0.1,0.4805,0.5777,0.0,2748.3411611121637,2046.355960580679,4794.7
Fender,moderate,0.2404,0.6508,0.4832,6725.422190139342,2758.2424578122764,3400.364332097155,12884.03
Fender,minor,0.0727,0.5124,0.9009,0.0,1862.0224814437167,2575.0677474802774,4437.09
Hood,moderate,0.2678,0.4631,0.8233,0.0,2426.394241434708,3870.524692144849,6296.92
Fender,minor,0.0588,0.6003,0.5845,0.0,1989.7088320016464,2042.0473041044388,4031.76
Hood,moderate,0.1,0.839,0.6071,0.0,2356.87080908292,3062.255781055656,5419.13
Headlight,minor,0.0754,0.6091,0.5162,0.0,1721.8896809628973,0.0,1721.89
Headlight,severe,0.5247,0.5348,0.5461,10254.54033419998,1352.2472995707165,0.0,11606.79
Bumper,moderate,0.1,0.9157,0.5809,5390.124048966449,1809.2963259890166,2815.5616990995613,10014.98
Hood,minor,0.0168,0.5314,0.8694,0.0,2459.3850611302905,2922.1206015790394,5381.51
Hood,moderate,0.1,0.7051,0.7191,0.0,2159.977447779358,2520.4257365246217,4680.4
Door,moderate,0.3084,0.8668,0.9578,13497.458042224504,4426.13083698595,4437.52175059385,22361.11
Trunk,severe,0.3751,0.7921,0.8513,15193.928104072216,3440.26527131595,5339.7695413871015,23973.96
Light,moderate,0.436,0.5189,0.9741,0.0,1334.7026955528572,0.0,1334.7
Windshield,moderate,0.2228,0.6512,0.5268,9552.849042086138,1605.671139109296,0.0,11158.52
Headlight,moderate,0.1758,0.533,0.6044,8764.251808909125,933.584399431631,0.0,9697.84
Light,moderate,0.3881,0.5573,0.9153,5692.498913165204,1781.8922702266764,0.0,7474.39
Fender,moderate,0.1772,0.8463,0.7178,0.0,2585.0756604030107,3138.5581297843155,5723.63
Hood,moderate,0.243,0.8911,0.5609,0.0,3773.262196665936,2640.443682464865,6413.71
Bumper,minor,0.01,0.4609,0.8746,0.0,1683.4260965348672,2566.5578479641995,4249.98
Bumper,severe,0.6349,0.8997,0.9438,5093.04864235909,3079.406257757804,4481.498061337129,12653.95
Door,minor,0.0967,0.9725,0.8612,0.0,2131.6166507593334,2798.568263734291,4930.18
Hood,moderate,0.2768,0.5228,0.7931,17872.18131166002,2489.7066502092657,4390.467485428174,24752.36
Windshield,severe,0.8835,0.6331,0.4976,8659.345876696243,3688.902405543683,0.0,12348.25
Door,moderate,0.3141,0.9434,0.6898,11821.143622556148,4394.735161760736,4549.439616201435,20765.32
Windshield,minor,0.0412,0.9268,0.7287,0.0,2240.5695337092816,0.0,2240.57
Fender,minor,0.0557,0.6834,0.8628,0.0,2064.952531576336,1841.9959915951345,3906.95
Trunk,severe,0.6201,0.5014,0.8951,18121.06270404464,6093.930296852679,5606.460305047473,29821.45
Fender,severe,0.6399,0.5019,0.7093,4202.228999125412,4127.598779608512,5144.858021326475,13474.69
Hood,moderate,0.213,0.5476,0.7974,0.0,2892.812445429353,3570.4373600891277,6463.25
Bumper,moderate,0.3734,0.7628,0.6736,0.0,3322.8564670754135,4436.604432808332,7759.46
Windshield,moderate,0.1697,0.8518,0.7361,0.0,1965.1380986512777,0.0,1965.14
Trunk,severe,0.6485,0.5766,0.5628,11654.267552028745,3297.717609820984,7845.558824469189,22797.54
Trunk,minor,0.0446,0.9381,0.4152,0.0,1801.3524815570688,2216.610026333581,4017.96
Headlight,minor,0.0683,0.6882,0.9376,0.0,887.7975128185237,0.0,887.8
Fender,moderate,0.2263,0.5641,0.5882,0.0,2395.032045049874,3485.0845393493787,5880.12
Trunk,severe,0.6121,0.9772,0.7676,15412.067266756054,2880.990946120182,6414.955974298637,24708.01
Trunk,moderate,0.192,0.7171,0.4747,0.0,3778.84834591923,3194.58397025227,6973.43
Door,moderate,0.1755,0.7196,0.4369,9063.286172069153,4230.775323880916,2446.0080694277194,15740.07
Fender,minor,0.0656,0.8159,0.697,0.0,2325.4951194791547,2961.9386199093556,5287.43
Fender,moderate,0.1268,0.8961,0.6182,0.0,2653.8712802670957,1976.112485885971,4629.98
Hood,moderate,0.2845,0.5436,0.552,14107.001691615687,3811.4101713947257,3278.333769870186,21196.75
Trunk,minor,0.0699,0.676,0.8972,0.0,2767.730532889559,2572.4482431282586,5340.18
Trunk,minor,0.0323,0.477,0.4894,0.0,2269.390508291211,2967.677983631127,5237.07
Light,severe,0.6471,0.917,0.6156,7466.121063521954,2129.0073646083124,0.0,9595.13
Trunk,severe,0.6425,0.7523,0.8691,11036.43071795497,5302.832527316997,5465.290122499691,21804.55
Windshield,minor,0.0843,0.7088,0.9687,0.0,1289.2158433995098,0.0,1289.22
Windshield,minor,0.0695,0.9396,0.7172,0.0,2169.2127620479464,0.0,2169.21
Door,moderate,0.1,0.6114,0.746,0.0,3013.6535683690413,3793.1040393187877,6806.76
Door,moderate,0.3014,0.6659,0.7015,0.0,3593.166739991036,3211.4402073774013,6804.61
Door,minor,0.0734,0.9337,0.8177,0.0,3251.5086016548967,2739.0424087923393,5990.55
Bumper,moderate,0.4132,0.6203,0.5175,0.0,1532.0751095500702,4083.4592701041665,5615.53
Hood,moderate,0.2863,0.9212,0.9086,0.0,2879.1784578610022,3572.1248681164184,6451.3
Trunk,minor,0.041,0.4717,0.9199,0.0,2765.0264791499417,1799.9824568157094,4565.01
Trunk,moderate,0.1697,0.6769,0.7949,0.0,2510.173434084641,3520.03391902847,6030.21
Fender,moderate,0.1592,0.8469,0.7645,0.0,3481.0332993451266,1961.84097403505,5442.87
Light,severe,0.6084,0.9017,0.9375,7447.980839299073,1728.075096982451,0.0,9176.06
Headlight,moderate,0.2038,0.6349,0.4723,0.0,1575.9187564275185,0.0,1575.92
Headlight,severe,0.656,0.4502,0.6253,5052.312698241056,1029.0859033175593,0.0,6081.4
Trunk,moderate,0.1813,0.6537,0.9019,0.0,2905.575156783516,2939.6799271346013,5845.26
Fender,severe,0.8204,0.7846,0.9538,3824.8588439128152,5661.109966850054,6579.85150197462,16065.82
Headlight,minor,0.0224,0.6043,0.5283,0.0,890.8828571785602,0.0,890.88
Bumper,minor,0.0801,0.472,0.9191,0.0,1738.1270652132828,2873.6976763259754,4611.82
Door,moderate,0.1137,0.5172,0.5703,0.0,2309.2588830095665,2077.0115276242204,4386.27
Trunk,minor,0.01,0.6694,0.9715,0.0,2616.597744510893,1453.9629560560118,4070.56
Door,minor,0.0379,0.9302,0.6535,0.0,3227.7614514195757,2390.470824599118,5618.23
Light,minor,0.0428,0.806,0.7644,0.0,1091.0203441788897,0.0,1091.02
Trunk,minor,0.01,0.4963,0.6602,0.0,2306.487761844372,2583.744138291563,4890.23
Windshield,severe,0.786,0.9655,0.8801,8337.113274604055,4038.580605980291,0.0,12375.69
Hood,moderate,0.2499,0.5573,0.5813,0.0,3113.344930698284,4100.798748600038,7214.14
Hood,moderate,0.2044,0.6022,0.8541,0.0,3334.902407431384,2913.6119136573725,6248.51
Headlight,moderate,0.2367,0.8198,0.6042,0.0,1003.1070477422536,0.0,1003.11
Light,minor,0.0639,0.8745,0.6256,0.0,1724.3476401293274,0.0,1724.35
Hood,moderate,0.1153,0.6965,0.4406,13202.094994821287,2761.5508413639955,2465.6419938423746,18429.29
Light,moderate,0.236,0.7997,0.7525,3980.0742248347387,1084.7153505027654,0.0,5064.79
Bumper,severe,0.5823,0.7909,0.5129,4677.967368325462,2389.1861697448153,4873.484405012289,11940.64
Windshield,minor,0.0482,0.5884,0.7512,0.0,1787.5610611857783,0.0,1787.56
Fender,severe,0.628,0.4745,0.459,7207.459466242187,3119.9021013865477,6514.204731272793,16841.57
Windshield,severe,0.3419,0.5372,0.9266,7044.426884066552,1984.911897680596,0.0,9029.34
Light,moderate,0.2832,0.9494,0.9792,6584.207969587478,1025.6999591903946,0.0,7609.91
Door,minor,0.064,0.527,0.8504,0.0,2490.0056825255506,1700.7107827493692,4190.72
Door,severe,0.5568,0.4517,0.8118,12031.159200459675,4670.3925002153,6328.509022135888,23030.06
Light,moderate,0.1494,0.796,0.6179,3471.58678831846,1819.5833337694642,0.0,5291.17
Headlight,moderate,0.3116,0.909,0.4238,0.0,1944.4114510663599,0.0,1944.41
Windshield,severe,0.6688,0.9118,0.8359,11076.447219063417,2828.7992533198576,0.0,13905.25
Bumper,minor,0.0517,0.7495,0.727,0.0,1798.6087324275713,2370.7907571054634,4169.4
Door,moderate,0.4011,0.7227,0.8031,12607.00066794549,3582.7202601070007,4017.6221915166548,20207.34
Windshield,moderate,0.2902,0.9532,0.4612,0.0,2227.3106469253785,0.0,2227.31
Trunk,moderate,0.2232,0.7764,0.6529,0.0,2581.638648810886,3768.2937796419797,6349.93
Fender,moderate,0.1762,0.7633,0.8274,0.0,2060.6684902214965,3336.5730561713367,5397.24
Fender,minor,0.0336,0.9645,0.8683,0.0,2675.2900763382163,1740.4793447373077,4415.77
Windshield,moderate,0.2915,0.6308,0.8702,11253.570661592525,2660.273333264,0.0,13913.84
Door,minor,0.0785,0.6635,0.9247,0.0,2725.084056594911,1997.295223602607,4722.38
Hood,minor,0.1012,0.8224,0.9407,0.0,1773.1011189685591,2955.9856387270547,4729.09
Windshield,minor,0.015,0.4763,0.7531,0.0,1574.7443373648518,0.0,1574.74
Hood,minor,0.0566,0.507,0.4031,0.0,2167.075087983681,2267.7331868869987,4434.81
Windshield,minor,0.0564,0.76,0.6265,0.0,1799.143536447498,0.0,1799.14
Bumper,minor,0.061,0.6379,0.9227,0.0,1879.168803726659,2139.3666798666586,4018.54
Windshield,minor,0.0493,0.7051,0.6183,0.0,1706.9746921334395,0.0,1706.97
Light,minor,0.06,0.7089,0.755,0.0,1468.5298761692818,0.0,1468.53
Windshield,severe,0.6765,0.5314,0.754,5650.9508225790105,4408.972235977041,0.0,10059.92
Headlight,moderate,0.1884,0.6064,0.5054,2905.8972549250625,1851.9383428465874,0.0,4757.84
Headlight,moderate,0.3837,0.7997,0.6026,0.0,1270.067191096729,0.0,1270.07
Headlight,moderate,0.2129,0.8402,0.5052,5130.220841524495,1380.7105935630505,0.0,6510.93
Windshield,moderate,0.2481,0.5772,0.7947,8925.737157237274,2818.8984662827124,0.0,11744.64
Light,minor,0.0534,0.5719,0.8359,0.0,812.6109949030732,0.0,812.61
Trunk,moderate,0.1504,0.9599,0.9382,0.0,2137.609063895491,2687.3286068819775,4824.94
Windshield,minor,0.027,0.6997,0.7543,12870.847495688811,1385.7758164832724,0.0,14256.62
Bumper,severe,0.4439,0.6641,0.9084,5483.950032958975,2057.282940673395,4345.54876216136,11886.78
Windshield,minor,0.0737,0.5472,0.7972,0.0,1894.1309888467658,0.0,1894.13
Fender,severe,0.6267,0.6073,0.6464,3836.8034502144715,3592.8998302646846,5998.034957748079,13427.74
Fender,minor,0.0622,0.6337,0.7265,0.0,2497.125003769466,2028.3470497785647,4525.47
Light,moderate,0.2134,0.4692,0.5941,6626.987554976675,1624.0718721808253,0.0,8251.06
Light,severe,0.7428,0.4637,0.59,6772.252349822321,2239.312636065534,0.0,9011.56
Hood,minor,0.0357,0.7192,0.951,0.0,2887.8917614551806,2904.67108402814,5792.56
Bumper,minor,0.0658,0.8965,0.9214,0.0,2453.4793902110528,2234.564315024734,4688.04
Hood,moderate,0.182,0.7047,0.8283,17355.885805519192,2140.0889347758134,2799.7961903458245,22295.77
Trunk,moderate,0.2839,0.6687,0.7994,14670.916524932662,3580.4043373943728,4077.4821818343803,22328.8
Fender,moderate,0.1,0.9641,0.6241,0.0,1946.2845163154113,3311.6443726541006,5257.93
Trunk,moderate,0.2328,0.4941,0.4031,0.0,3048.9272719304345,3701.3527637159914,6750.28
Light,moderate,0.2435,0.4877,0.5724,4143.385030937071,858.8142206185026,0.0,5002.2
Bumper,moderate,0.1812,0.6126,0.8049,6543.385025667379,1369.0589597062822,2820.663962110747,10733.11
Fender,moderate,0.1977,0.7549,0.7863,0.0,2866.3969806474133,2781.4481065187865,5647.85
Trunk,moderate,0.3337,0.5446,0.4557,13968.770498245405,3082.1821839158697,5231.080369836312,22282.03
Bumper,minor,0.0707,0.8713,0.8726,0.0,1542.3645425611708,2608.7740202546224,4151.14
Windshield,moderate,0.1,0.7537,0.717,0.0,1421.450809642363,0.0,1421.45
Light,severe,0.4506,0.6318,0.717,5051.451631904791,1582.8290040566449,0.0,6634.28
Windshield,minor,0.0312,0.4798,0.5553,0.0,984.3114694872568,0.0,984.31
Light,minor,0.0451,0.6821,0.4173,0.0,591.1900632401882,0.0,800.0
Fender,minor,0.0868,0.8227,0.5027,0.0,2811.254569255965,2306.0918687104477,5117.35
Hood,moderate,0.2009,0.6707,0.4965,0.0,2482.4846987177157,3565.4014849766963,6047.89
Trunk,moderate,0.4266,0.6337,0.8012,10337.683121168377,2225.4758239921107,5109.612372575487,17672.77
Fender,moderate,0.247,0.8002,0.407,0.0,2765.810548098087,3712.3285659485027,6478.14
Fender,moderate,0.193,0.9726,0.6021,7179.113022755597,2137.955585848757,2326.5408500486947,11643.61
Door,severe,0.5787,0.7171,0.6641,8105.242618805493,6231.49077815282,6491.995679265897,20828.73
Door,moderate,0.263,0.9788,0.6623,0.0,3458.236349617266,3049.4641915989982,6507.7
Hood,minor,0.01,0.7293,0.6624,0.0,2391.290871436058,2006.1741433976251,4397.47
Fender,moderate,0.1451,0.7466,0.5399,0.0,2228.2392177393517,3087.267272322405,5315.51
Light,minor,0.0644,0.5354,0.9502,0.0,1151.9515023564063,0.0,1151.95
Hood,moderate,0.4414,0.7827,0.4605,16497.47426708412,3332.9849502815987,4566.882148328311,24397.34
Windshield,moderate,0.1591,0.9458,0.9195,0.0,1978.2901250334544,0.0,1978.29
Fender,minor,0.0106,0.6596,0.4197,0.0,2110.4836511848785,2819.667905764497,4930.15
Fender,severe,0.6416,0.78,0.696,6508.1637860225865,4149.90173552295,6980.387284552482,17638.45
Door,minor,0.01,0.5714,0.649,0.0,3510.004071332183,2153.2506707122507,5663.25
Headlight,severe,0.3,0.7759,0.7132,0.0,1240.2267138072198,0.0,1240.23
Windshield,severe,0.6691,0.5357,0.953,11828.091167326535,1912.4344433761676,0.0,13740.53
Door,severe,0.6219,0.6262,0.453,9077.451352828837,6175.223199045029,3854.007582232787,19106.68
Windshield,minor,0.0441,0.6623,0.499,0.0,2619.5600917066845,0.0,2619.56
Door,moderate,0.1466,0.6611,0.6961,8790.138077976184,4489.9815387904055,3761.2980710101388,17041.42
Hood,minor,0.0661,0.8071,0.5824,0.0,2145.332850068799,1690.4747896452911,3835.81
Headlight,moderate,0.1,0.798,0.6837,11225.583652932655,685.1858370023862,0.0,11910.77
Windshield,minor,0.0584,0.6641,0.6241,0.0,2286.342601253806,0.0,2286.34
Headlight,moderate,0.1475,0.9201,0.9221,10298.556042265163,1102.762623765354,0.0,11401.32
Headlight,minor,0.0716,0.7504,0.4874,0.0,555.9546629857441,0.0,800.0
Hood,moderate,0.1801,0.677,0.7094,11632.79605516655,3445.9811222880794,2923.3163826965915,18002.09
Fender,minor,0.0545,0.4857,0.807,0.0,2915.202659271507,1974.8510784851962,4890.05
Door,minor,0.0932,0.5831,0.6524,0.0,3739.1667673580437,2036.063405432347,5775.23
Windshield,moderate,0.4253,0.5179,0.8097,4729.213670635566,2166.1213030434387,0.0,6895.33
Headlight,minor,0.0501,0.6732,0.8334,0.0,610.3550375465753,0.0,800.0
Headlight,minor,0.0684,0.8681,0.6363,0.0,782.6395121910226,0.0,800.0
Door,minor,0.0645,0.9318,0.7431,0.0,3660.214042435513,2101.2460868302055,5761.46
Trunk,severe,0.5519,0.898,0.7705,12971.952930127392,5508.428942539956,5620.305862093911,24100.69
Trunk,moderate,0.3474,0.7091,0.7212,0.0,3570.928450003801,3923.8920616392797,7494.82
Headlight,moderate,0.3091,0.4873,0.7667,0.0,1366.4955316239332,0.0,1366.5
Fender,minor,0.0809,0.5214,0.4447,0.0,3573.6917688482295,1995.7060507299393,5569.4
Trunk,moderate,0.3782,0.8072,0.5077,17668.7161603535,4065.209196118235,4210.312724538717,25944.24
Hood,minor,0.0385,0.826,0.602,0.0,2303.2095681259925,2288.4588903172707,4591.67
Fender,minor,0.046,0.832,0.5137,0.0,2518.0331985373036,1862.771100527877,4380.8
Hood,minor,0.0396,0.6725,0.8402,0.0,1825.019432447886,1513.5567158627564,3338.58
Door,minor,0.0119,0.7629,0.9551,0.0,1972.427266788731,2093.500659516624,4065.93
Fender,severe,0.6034,0.6416,0.9698,5232.549363631476,3528.3280444879088,3851.461986569852,12612.34
Hood,minor,0.0615,0.5296,0.9638,0.0,2481.3872152160757,1636.093127689395,4117.48
Fender,moderate,0.3129,0.4635,0.6424,6197.114830780849,2931.8984990954386,4796.761052948357,13925.77
Trunk,severe,0.6803,0.5045,0.4173,14967.426609928603,3662.5219810557874,8008.86450700701,26638.81
Bumper,severe,0.7921,0.9023,0.5776,0.0,4187.715650875711,7072.221089645309,11259.94
Windshield,moderate,0.3382,0.621,0.5819,0.0,1988.403900565291,0.0,1988.4
Hood,moderate,0.219,0.6221,0.4153,0.0,2303.166194673594,2693.6936395075577,4996.86
Bumper,moderate,0.2873,0.6741,0.755,0.0,2016.1965076371037,2695.6214521122456,4711.82
Windshield,moderate,0.1,0.4527,0.9358,0.0,1716.9770272023002,0.0,1716.98
Light,severe,0.6459,0.4736,0.4677,8630.919527217855,2455.937351510852,0.0,11086.86
Fender,minor,0.0397,0.9583,0.4594,0.0,1708.0290764079461,2929.9384894044915,4637.97
Headlight,minor,0.01,0.7878,0.7849,0.0,515.826106296244,0.0,800.0
Bumper,minor,0.0479,0.4527,0.7736,0.0,2254.85737042943,2244.330273278942,4499.19
Hood,moderate,0.1912,0.5079,0.4727,0.0,3122.435394595636,2498.585781762349,5621.02
Fender,moderate,0.1285,0.4912,0.6706,4033.8262549176043,1973.371390381024,2581.256460023571,8588.45
Fender,minor,0.0429,0.9203,0.8733,0.0,3291.6481482497747,3100.7478116330544,6392.4
Door,moderate,0.125,0.764,0.6281,0.0,2856.706179004403,2807.7417710895406,5664.45
Door,severe,0.8424,0.9415,0.8127,11360.442929062618,5577.609091320619,9810.567237302113,26748.62
Bumper,severe,0.6828,0.9536,0.6384,4541.896222686155,4382.668459964937,6542.651063117369,15467.22
Trunk,severe,0.3364,0.5452,0.7541,15046.327051950851,3704.4322554919904,4427.188988687377,23177.95
Light,moderate,0.2805,0.8847,0.5677,0.0,1940.3548324211472,0.0,1940.35
Trunk,severe,0.6529,0.8155,0.6714,15557.182486195925,4442.320390663304,7508.171250409974,27507.67
